DateTime,Campaign_name ,Activity ,Source,HCP_ID
06/01/25 5:39,,View ,Vendor 1,1038729530
06/01/25 5:40,,Click ,Vendor 1,1038729530
15/02/25 9:34,,View ,Vendor 1,1080525257
15/02/25 9:35,,Click ,Vendor 1,1080525257
17/01/25 19:49,,View ,Vendor 1,1122947025
17/01/25 19:50,,Click ,Vendor 1,1122947025
13/02/25 14:29,,View ,Vendor 1,1132412600
13/02/25 14:31,,Click ,Vendor 1,1132412600
25/01/25 13:27,,View ,Vendor 1,1161888557
25/01/25 13:27,,Click ,Vendor 1,1161888557
26/01/25 19:45,,View ,Vendor 1,1266853585
26/01/25 19:47,,Click ,Vendor 1,1266853585
03/02/25 7:27,,View ,Vendor 1,1288340429
03/02/25 7:28,,Click ,Vendor 1,1288340429
03/02/25 7:28,,Click ,Vendor 1,1288340429
16/01/25 14:41,,View ,Vendor 1,1296585738
16/01/25 14:41,,Click ,Vendor 1,1296585738
16/01/25 14:47,,Click ,Vendor 1,1296585738
11/01/25 5:03,,View ,Vendor 1,1356689139
11/01/25 5:04,,Click ,Vendor 1,1356689139
11/02/25 5:04,,Click ,Vendor 1,1356689139
09/02/25 8:23,,View ,Vendor 1,1366248058
09/02/25 8:24,,Click ,Vendor 1,1366248058
09/02/25 8:24,,Click ,Vendor 1,1366248058
22/01/25 19:18,,View ,Vendor 1,1403238652
22/01/25 19:19,,Click ,Vendor 1,1403238652
22/01/25 19:19,,Click ,Vendor 1,1403238652
24/01/25 4:16,,View ,Vendor 1,1499551991
24/01/25 4:17,,Click ,Vendor 1,1499551991
13/01/25 15:38,,View ,Vendor 1,1526565306
13/01/25 15:39,,Click ,Vendor 1,1526565306
16/01/25 9:08,,View ,Vendor 1,1528679151
16/01/25 9:10,,Click ,Vendor 1,1528679151
14/02/25 19:38,,View ,Vendor 1,1554967019
14/02/25 19:40,,Click ,Vendor 1,1554967019
01/02/25 1:53,,View ,Vendor 1,1635285190
01/02/25 1:54,,Click ,Vendor 1,1635285190
01/02/25 1:54,,Click ,Vendor 1,1635285190
06/01/25 22:01,,View ,Vendor 1,1713635266
06/01/25 22:03,,Click ,Vendor 1,1713635266
10/02/25 2:27,,View ,Vendor 1,1729475540
10/02/25 2:28,,Click ,Vendor 1,1729475540
04/02/25 23:46,,View ,Vendor 1,1774664030
04/02/25 23:48,,Click ,Vendor 1,1774664030
02/01/25 2:39,,View ,Vendor 1,1854171258
02/01/25 2:40,,Click ,Vendor 1,1854171258
01/01/25 20:34,,View ,Vendor 1,1865116046
01/01/25 20:35,,Click ,Vendor 1,1865116046
03/01/25 5:25,,View ,Vendor 1,1868936837
03/01/25 5:25,,Click ,Vendor 1,1868936837
12/02/25 22:45,,View ,Vendor 1,1869373520
12/02/25 22:46,,Click ,Vendor 1,1869373520
04/01/25 11:43,,View ,Vendor 1,1869978423
04/01/25 11:44,,Click ,Vendor 1,1869978423
27/01/25 21:22,,View ,Vendor 1,1885260102
27/01/25 21:24,,Click ,Vendor 1,1885260102
04/01/25 18:58,,View ,Vendor 1,1927980309
04/01/25 19:00,,Click ,Vendor 1,1927980309
09/02/25 3:53,,View ,Vendor 1,1931337008
09/02/25 3:55,,Click ,Vendor 1,1931337008
03/02/25 17:16,,View ,Vendor 1,2146949287
03/02/25 17:16,,Click ,Vendor 1,2146949287
01/02/25 9:22,,View ,Vendor 1,2181286464
01/02/25 9:23,,Click ,Vendor 1,2181286464
16/01/25 10:12,,View ,Vendor 1,2203424638
16/01/25 10:13,,Click ,Vendor 1,2203424638
07/01/25 16:56,,View ,Vendor 1,2246608444
07/01/25 16:58,,Click ,Vendor 1,2246608444
20/01/25 13:14,,View ,Vendor 1,2315677253
20/01/25 13:15,,Click ,Vendor 1,2315677253
12/01/25 10:16,,View ,Vendor 1,2354952557
12/01/25 10:16,,Click ,Vendor 1,2354952557
08/02/25 19:53,,View ,Vendor 1,2484667068
08/02/25 19:53,,Click ,Vendor 1,2484667068
21/01/25 19:04,,View ,Vendor 1,2492175370
21/01/25 19:05,,Click ,Vendor 1,2492175370
13/01/25 11:34,,View ,Vendor 1,2508571089
13/01/25 11:35,,Click ,Vendor 1,2508571089
14/01/25 23:32,,View ,Vendor 1,2521960405
14/01/25 23:33,,Click ,Vendor 1,2521960405
12/02/25 22:22,,View ,Vendor 1,2575569952
12/02/25 22:24,,Click ,Vendor 1,2575569952
19/01/25 11:43,,View ,Vendor 1,2673960233
19/01/25 11:43,,Click ,Vendor 1,2673960233
13/01/25 15:39,,View ,Vendor 1,2677377056
13/01/25 15:41,,Click ,Vendor 1,2677377056
22/01/25 10:54,,View ,Vendor 1,2743848019
22/01/25 10:56,,Click ,Vendor 1,2743848019
02/01/25 4:10,,View ,Vendor 1,2830708161
02/01/25 4:11,,Click ,Vendor 1,2830708161
21/01/25 0:09,,View ,Vendor 1,2831982727
21/01/25 0:10,,Click ,Vendor 1,2831982727
21/01/25 23:20,,View ,Vendor 1,2860233987
21/01/25 23:21,,Click ,Vendor 1,2860233987
08/02/25 0:39,,View ,Vendor 1,2868584720
08/02/25 0:40,,Click ,Vendor 1,2868584720
20/01/25 2:21,,View ,Vendor 1,2940545267
20/01/25 2:23,,Click ,Vendor 1,2940545267
27/01/25 20:15,,View ,Vendor 1,2997781080
27/01/25 20:17,,Click ,Vendor 1,2997781080
31/01/25 22:58,,View ,Vendor 1,2998224302
31/01/25 22:58,,Click ,Vendor 1,2998224302
09/01/25 10:07,,View ,Vendor 1,3099937404
09/01/25 10:08,,Click ,Vendor 1,3099937404
01/01/25 2:35,,View ,Vendor 1,3110283320
01/01/25 2:37,,Click ,Vendor 1,3110283320
01/01/25 2:34,,Click ,Vendor 1,3110283320
24/01/25 10:24,,View ,Vendor 1,3117662948
24/01/25 10:24,,Click ,Vendor 1,3117662948
24/01/25 10:20,,Click ,Vendor 1,3117662948
14/01/25 23:42,,View ,Vendor 1,3180970780
14/01/25 23:43,,Click ,Vendor 1,3180970780
14/01/25 23:43,,Click ,Vendor 1,3180970780
30/01/25 13:37,,View ,Vendor 1,3269814539
30/01/25 13:37,,Click ,Vendor 1,3269814539
30/01/25 13:37,,Click ,Vendor 1,3269814539
14/01/25 11:33,,View ,Vendor 1,3299439261
14/01/25 11:33,,Click ,Vendor 1,3299439261
14/01/25 11:33,,Click ,Vendor 1,3299439261
06/01/25 19:28,,View ,Vendor 1,3308048871
06/01/25 19:29,,Click ,Vendor 1,3308048871
06/01/25 19:29,,Click ,Vendor 1,3308048871
25/01/25 13:35,,View ,Vendor 1,3349337558
25/01/25 13:37,,Click ,Vendor 1,3349337558
25/01/25 13:37,,Click ,Vendor 1,3349337558
31/01/25 21:32,,View ,Vendor 1,3378215825
31/01/25 21:33,,Click ,Vendor 1,3378215825
31/01/25 21:33,,Click ,Vendor 1,3378215825
05/01/25 11:25,,View ,Vendor 1,3446885727
05/01/25 11:26,,Click ,Vendor 1,3446885727
05/01/25 11:26,,Click ,Vendor 1,3446885727
01/02/25 12:03,,View ,Vendor 1,3500870110
01/02/25 12:05,,Click ,Vendor 1,3500870110
01/02/25 12:05,,Click ,Vendor 1,3500870110
06/02/25 2:05,,View ,Vendor 1,3506858468
06/02/25 2:06,,Click ,Vendor 1,3506858468
06/02/25 2:06,,Click ,Vendor 1,3506858468
21/01/25 7:46,,View ,Vendor 1,3533862850
21/01/25 7:46,,Click ,Vendor 1,3533862850
01/02/25 21:53,,View ,Vendor 1,3721206695
01/02/25 21:55,,Click ,Vendor 1,3721206695
11/01/25 15:32,,View ,Vendor 1,3774804755
11/01/25 15:33,,Click ,Vendor 1,3774804755
01/01/25 15:17,,View ,Vendor 1,3776748123
01/01/25 15:17,,Click ,Vendor 1,3776748123
02/02/25 19:18,,View ,Vendor 1,3795124275
02/02/25 19:18,,Click ,Vendor 1,3795124275
27/01/25 14:18,,View ,Vendor 1,3859219060
27/01/25 14:19,,Click ,Vendor 1,3859219060
21/01/25 0:25,,View ,Vendor 1,3869215138
21/01/25 0:26,,Click ,Vendor 1,3869215138
19/01/25 21:05,,View ,Vendor 1,3915969263
19/01/25 21:07,,Click ,Vendor 1,3915969263
26/01/25 9:08,,View ,Vendor 1,4058361421
26/01/25 9:09,,Click ,Vendor 1,4058361421
06/02/25 17:43,,View ,Vendor 1,4176434916
06/02/25 17:44,,Click ,Vendor 1,4176434916
26/01/25 21:27,,View ,Vendor 1,4236878378
26/01/25 21:28,,Click ,Vendor 1,4236878378
11/02/25 10:09,,View ,Vendor 1,4319918178
11/02/25 10:09,,Click ,Vendor 1,4319918178
27/01/25 22:25,,View ,Vendor 1,4339901353
27/01/25 22:26,,Click ,Vendor 1,4339901353
01/01/25 6:18,,View ,Vendor 1,4342719861
01/01/25 6:19,,Click ,Vendor 1,4342719861
02/02/25 11:58,,View ,Vendor 1,4503435621
02/02/25 11:58,,Click ,Vendor 1,4503435621
16/01/25 11:10,,View ,Vendor 1,4588807827
16/01/25 11:11,,Click ,Vendor 1,4588807827
23/01/25 6:52,,View ,Vendor 1,4609552732
23/01/25 6:53,,Click ,Vendor 1,4609552732
14/01/25 19:17,,View ,Vendor 1,4655846255
14/01/25 19:18,,Click ,Vendor 1,4655846255
24/01/25 9:50,,View ,Vendor 1,4710530846
24/01/25 9:51,,Click ,Vendor 1,4710530846
12/02/25 17:15,,View ,Vendor 1,4726926855
12/02/25 17:17,,Click ,Vendor 1,4726926855
01/02/25 5:07,,View ,Vendor 1,4773664011
01/02/25 5:09,,Click ,Vendor 1,4773664011
03/02/25 14:51,,View ,Vendor 1,4795459064
03/02/25 14:51,,Click ,Vendor 1,4795459064
09/02/25 20:33,,View ,Vendor 1,4884535097
09/02/25 20:33,,Click ,Vendor 1,4884535097
29/01/25 17:36,,View ,Vendor 1,4905071642
29/01/25 17:37,,Click ,Vendor 1,4905071642
01/02/25 14:55,,View ,Vendor 1,5036066847
01/02/25 14:56,,Click ,Vendor 1,5036066847
02/01/25 10:17,,View ,Vendor 1,5138584889
02/01/25 10:18,,Click ,Vendor 1,5138584889
03/01/25 18:34,,View ,Vendor 1,5255447790
03/01/25 18:35,,Click ,Vendor 1,5255447790
21/01/25 13:27,,View ,Vendor 1,5280550031
21/01/25 13:28,,Click ,Vendor 1,5280550031
26/01/25 4:09,,View ,Vendor 1,5329825447
